"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","con","gain","loss","update","epP","epN","K","w","decay"
"10",55,3,NA,FALSE,97,2,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",56,3,NA,FALSE,97,2,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",57,3,NA,FALSE,97,2,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",58,3,NA,FALSE,97,3,0.14976124970708,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",59,3,NA,FALSE,97,3,0.149499934737105,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",60,3,NA,FALSE,97,2,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",61,4,NA,FALSE,97,2,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",62,4,NA,FALSE,97,2,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",63,4,NA,FALSE,97,4,0.122654298564885,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",64,4,NA,FALSE,97,2,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",65,4,NA,FALSE,97,2,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",66,4,NA,FALSE,97,2,0.25,3.22343621851178,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",67,4,NA,FALSE,97,2,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",68,4,NA,FALSE,97,4,0.140124814317096,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",69,4,NA,FALSE,97,4,0.146036793617532,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",70,4,NA,FALSE,97,2,0.25,0,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
"10",71,4,NA,FALSE,97,3,0.108315381687135,0.185402907838579,0.825524,0.05653165,0.0980042,0.01132815,-1.21661,-0.2114755,0.4076995,0.751299,0.42628
