"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","RT","boundary","tau","beta","drift_con","gain","loss","mag","update","decay"
"200955",32,1,4,NA,FALSE,148,1,50,1.0453784070894,1.49846,0.08901415,0.6463205,-0.3934575,2.17602,4.755835,0.242492,0.16028,0.1186015
"200955",33,1,3,NA,FALSE,148,0,0,0.357883330540047,1.49846,0.08901415,0.6463205,-0.3934575,2.17602,4.755835,0.242492,0.16028,0.1186015
"200955",34,1,1,NA,FALSE,148,1,-250,0.954601585171786,1.49846,0.08901415,0.6463205,-0.3934575,2.17602,4.755835,0.242492,0.16028,0.1186015
"200955",35,1,3,NA,FALSE,148,1,50,1.25200788773401,1.49846,0.08901415,0.6463205,-0.3934575,2.17602,4.755835,0.242492,0.16028,0.1186015
"200955",36,1,3,NA,FALSE,148,1,50,0.297700083942036,1.49846,0.08901415,0.6463205,-0.3934575,2.17602,4.755835,0.242492,0.16028,0.1186015
"200955",37,1,1,NA,FALSE,148,0,0,0.56712082777068,1.49846,0.08901415,0.6463205,-0.3934575,2.17602,4.755835,0.242492,0.16028,0.1186015
"200955",38,1,1,NA,FALSE,148,0,0,0.767618259545467,1.49846,0.08901415,0.6463205,-0.3934575,2.17602,4.755835,0.242492,0.16028,0.1186015
"200955",39,1,1,NA,FALSE,148,1,-250,0.628495167815599,1.49846,0.08901415,0.6463205,-0.3934575,2.17602,4.755835,0.242492,0.16028,0.1186015
"200955",40,1,4,NA,FALSE,148,1,50,0.20013010121739,1.49846,0.08901415,0.6463205,-0.3934575,2.17602,4.755835,0.242492,0.16028,0.1186015
"200955",41,2,2,NA,FALSE,148,1,100,0.214773579453673,1.49846,0.08901415,0.6463205,-0.3934575,2.17602,4.755835,0.242492,0.16028,0.1186015
"200955",42,2,4,NA,FALSE,148,1,50,0.667935170325839,1.49846,0.08901415,0.6463205,-0.3934575,2.17602,4.755835,0.242492,0.16028,0.1186015
"200955",43,2,2,NA,FALSE,148,1,-1150,0.666792513204174,1.49846,0.08901415,0.6463205,-0.3934575,2.17602,4.755835,0.242492,0.16028,0.1186015
"200955",44,2,2,NA,FALSE,148,0,0,0.325639518859197,1.49846,0.08901415,0.6463205,-0.3934575,2.17602,4.755835,0.242492,0.16028,0.1186015
