"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","RT","boundary","tau","beta","drift_con","gain","loss","update","decay"
"200005",31,1,2,NA,FALSE,54,1,-1150,0.682193152474619,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",32,1,2,NA,FALSE,54,0,0,0.379489473978204,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",33,1,1,NA,FALSE,54,0,0,0.55829565584725,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",34,1,1,NA,FALSE,54,1,-250,0.28331522832573,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",35,1,1,NA,FALSE,54,0,0,0.602531062328926,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",36,1,4,NA,FALSE,54,1,50,0.409496619319404,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",37,1,4,NA,FALSE,54,1,50,0.499957584975916,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",38,1,1,NA,FALSE,54,1,100,0.75820706108747,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",39,1,1,NA,FALSE,54,0,0,0.533553170710606,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",40,1,1,NA,FALSE,54,1,100,0.71310722432777,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",41,2,4,NA,FALSE,54,1,-200,0.341639535535441,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",42,2,3,NA,FALSE,54,1,50,0.349985146959471,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",43,2,1,NA,FALSE,54,1,100,1.39895375478312,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",44,2,2,NA,FALSE,54,0,0,0.236585873207804,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",45,2,3,NA,FALSE,54,1,0,1.01231727099312,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",46,2,3,NA,FALSE,54,1,50,0.754649160349344,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",47,2,2,NA,FALSE,54,0,0,0.724288395460386,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",48,2,3,NA,FALSE,54,1,-25,0.408344132143555,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",49,2,4,NA,FALSE,54,1,50,1.00747692677148,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",50,2,2,NA,FALSE,54,0,0,0.480190785920086,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",51,2,2,NA,FALSE,54,1,100,0.593983062864151,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",52,2,1,NA,FALSE,54,1,-250,0.270766514966149,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",53,2,4,NA,FALSE,54,0,0,0.243983265358033,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",54,2,4,NA,FALSE,54,1,50,0.945396185380349,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",55,2,1,NA,FALSE,54,1,100,0.482567955035835,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",56,2,2,NA,FALSE,54,0,0,0.365181327238659,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",57,2,4,NA,FALSE,54,0,0,0.745134344402501,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
